gene	log2FoldChange	padj
Gene2419	0.193098654	0.767647101
Gene2420	0.101230521	0.566079591
Gene2421	0.271368348	0.508918496
Gene2422	0.814226706	0.140821669
Gene2423	0.550211707	0.263001127
Gene2424	1.233398891	0.262779481
Gene2425	0.794011702	0.070517198
Gene2426	0.524475084	0.2428644
Gene2427	0.190401787	0.659144385
Gene2428	0.382248434	2.36E-01
Gene2429	0.158274239	0.383626488
Gene2430	0.301753843	0.171447995
Gene2431	1.268266711	0.279542838
Gene2432	0.189172212	6.39E-01
Gene2433	0.573116924	0.068690664
Gene2434	0.002211165	0.992405666
Gene2435	0.253463698	0.600640565
Gene2436	0.080713456	0.785971384
Gene2437	2.018566893	0.398825605
Gene2438	0.582275641	0.167754757
Gene2439	0.65950632	0.211105759
Gene2440	0.506033298	0.209604003
Gene2441	0.042534304	0.801342752
Gene2442	0.320014722	0.254606502
Gene2443	0.546726614	0.113027246
Gene2444	0.557110976	0.491223982
Gene2445	0.113823459	0.816440426
Gene2446	0.532423311	0.584113111
Gene2447	0.495355393	0.875464745
Gene2448	0.150312122	0.692901849
Gene2449	1.304354776	0.533240393
Gene2450	0.495355393	0.875464745
Gene2451	0.003000514	0.995517779
Gene2452	0.155644797	0.476658146
Gene2453	0.365218165	0.100034301
Gene2454	0.01460651	0.978503172
Gene2455	0.424631141	0.219223423
Gene2456	0.186015421	0.483913045
Gene2457	0.175596789	0.771667112
Gene2458	0.602728198	0.039075138
Gene2459	0.02607669	0.974425222
Gene2460	0.101063545	0.62261962
Gene2461	0.042861456	0.876269685
Gene2462	0.07211897	0.813385336
Gene2463	0	1
Gene2464	2.043804734	0.511229769
Gene2465	0.038099249	0.921908764
Gene2466	0.558794129	0.109383672
Gene2467	0.818158938	0.219928155
Gene2468	0.276642685	0.366399521
Gene2469	0.159750467	0.563359552
Gene2470	0.393720208	0.435562402
Gene2471	1.595972662	0.611431058
Gene2472	0.755743144	0.158769057
Gene2473	0.3311894	0.374502231
Gene2474	0.077016391	0.801989262
Gene2475	0.495355393	0.875464745
Gene2476	0.351528315	0.586148459
Gene2477	0.121135234	0.674435703
Gene2478	0.02491871	0.948421001
Gene2479	0.67216712	0.027029382
Gene2480	0.189682983	0.728889976
Gene2481	0.565846337	0.504706528
Gene2482	0.741519575	0.192464952
Gene2483	0.123359735	0.786364124
Gene2484	0.556486318	0.07468672
Gene2485	0.259376586	0.692696179
Gene2486	0	1
Gene2487	0.039942743	0.922634222
Gene2488	0	1
Gene2489	0.105926042	0.691164969
Gene2490	0	1
Gene2491	0	1.00E+00
Gene2492	0	1
Gene2493	0.055935009	8.30E-01
Gene2494	0.078538816	0.713155197
Gene2495	0.263794224	0.444595861
Gene2496	0.137839345	0.687448077
Gene2497	2.101485349	0.058096095
Gene2498	0.436743012	0.343155982
Gene2499	0.118446407	0.687036968
Gene2500	0.268141673	0.432723654
Gene2501	0.185612805	0.454188378
Gene2502	0.205188512	0.626397793
Gene2503	0.88039722	0.454855452
Gene2504	0.148073078	0.90933497
Gene2505	0.127157392	0.735216087
Gene2506	0.348838302	0.396419074
Gene2507	0	1
Gene2508	0.621488859	0.30779031
Gene2509	0.191458017	0.518391428
Gene2510	0.596579192	0.403672464
Gene2511	1.079827922	0.257846231
Gene2512	0.046082623	0.920562356
Gene2513	1.633087969	0.017101203
Gene2514	0.421345127	0.255434132
Gene2515	0.413529975	0.495577663
Gene2516	1.041799122	0.033965728
Gene2517	0.495355393	0.875464745
Gene2518	0.309313898	0.211187894
Gene2519	0.140398366	0.48665326
Gene2520	0	1.00E+00
Gene2521	0.076320217	0.939960117
Gene2522	0.29628056	0.181600687
Gene2523	0.234050395	0.638250373
Gene2524	0.392301441	0.091763277
Gene2525	0.337467236	0.183081767
Gene2526	0.156832814	0.764989517
Gene2527	0.280598505	0.205242282
Gene2528	0.393601471	0.65242981
Gene2529	0.036079257	0.936333531
Gene2530	1.253886984	0.055292753
Gene2531	0.690386974	0.791367222
Gene2532	0	1
Gene2533	0.10286813	0.650052896
Gene2534	0.659557751	0.387367588
Gene2535	0.227329329	4.58E-01
Gene2536	0.163326294	0.408253763
Gene2537	0.00371559	0.989836338
Gene2538	0.350228182	0.263951593
Gene2539	0	1
Gene2540	0.500843203	0.1869753
Gene2541	0.22969838	0.628874829
Gene2542	0.654400535	0.097588384
Gene2543	1.274867	0.095695226
Gene2544	0	1
Gene2545	0.157509286	0.393838879
Gene2546	0.336591704	0.216903932
Gene2547	0.742283134	0.765467838
Gene2548	0.075397608	0.91834552
Gene2549	0.131197815	0.606906247
Gene2550	0.070110793	0.862705005
Gene2551	0.256368414	0.343302455
Gene2552	0.442883029	0.145677608
Gene2553	0.360951047	0.606244411
Gene2554	0.942600692	0.042278159
Gene2555	0.530243473	0.767552076
Gene2556	0.958249281	0.202822509
Gene2557	0.333924538	0.28154833
Gene2558	0.45223068	0.067154912
Gene2559	0.18696991	6.60E-01
Gene2560	0.341599079	0.683866362
Gene2561	2.248366005	0.005383376
Gene2562	0.970781252	0.152717726
Gene2563	0.049463407	0.858355337
Gene2564	0	1
Gene2565	0.553628376	0.121780056
Gene2566	0.08882399	0.752259229
Gene2567	0	1
Gene2568	0.460776016	0.090815218
Gene2569	0.54074487	0.436654371
Gene2570	0.054719175	0.828560931
Gene2571	0.07793011	0.940907885
Gene2572	0.240699041	0.686050384
Gene2573	0.448520611	0.260743532
Gene2574	0.250984534	6.07E-01
Gene2575	0.495355393	0.875464745
Gene2576	0.710316171	0.02917399
Gene2577	0.074903792	0.798737954
Gene2578	0.105762844	0.873530083
Gene2579	0.228245627	0.680387182
Gene2580	0.88053096	0.495739943
Gene2581	0.690691947	0.305085383
Gene2582	2.403040559	0.102492616
Gene2583	0.002857591	0.997001766
Gene2584	0.752061149	1.86E-01
Gene2585	0.386989229	0.424834647
Gene2586	0.492058538	0.787421289
Gene2587	0.327608697	0.369027065
Gene2588	0.401358457	0.708622371
Gene2589	0.171083714	0.589137397
Gene2590	0.237051159	0.452241418
Gene2591	0.227262691	0.467854795
Gene2592	0.037769667	0.917747642
Gene2593	0	1
Gene2594	0.471854173	0.23856378
Gene2595	0.495355393	0.875464745
Gene2596	1.545942178	0.616315806
Gene2597	0.205775361	0.537436831
Gene2598	0	1
Gene2599	0.067317218	0.894084565
Gene2600	0	1
Gene2601	0	1
Gene2602	0.002619111	0.990440137
Gene2603	0.892184592	0.040604349
Gene2604	0.006220942	0.980798295
Gene2605	0.045759897	0.889340997
Gene2606	0.830881331	0.224952568
Gene2607	0.237460879	0.466550317
Gene2608	0	1
Gene2609	0	1
Gene2610	0.213094247	0.850954347
Gene2611	0.116155874	0.824261555
Gene2612	0.425015764	0.332909191
Gene2613	0.698528576	0.063135139
Gene2614	0.415427171	0.105084573
Gene2615	1.521791043	0.012966948
Gene2616	0.003405278	0.990314725
Gene2617	0.123511869	0.761053379
Gene2618	0.003231593	0.984204299
Gene2619	0.432351969	0.501621452
Gene2620	0	1
Gene2621	0.393218581	3.42E-01
Gene2622	0.184329628	0.50104328
Gene2623	0.358335161	0.499848719
Gene2624	0.305681752	0.257510404
Gene2625	0.705636366	0.010777685
Gene2626	0.075716909	0.732408367
Gene2627	0.246599901	0.207954977
Gene2628	1.457491675	0.344907447
Gene2629	0.028739689	0.967932434
Gene2630	2.127330519	0.493464846
Gene2631	0.07273472	0.832247195
Gene2632	1.636859049	0.115749793
Gene2633	0.389600588	0.274871848
Gene2634	0.351111245	0.067214746
Gene2635	0.549534796	0.24260757
Gene2636	0.047002566	0.915603983
Gene2637	0.027661843	9.44E-01
Gene2638	0.559831128	0.013199764
Gene2639	0.283008524	0.272871197
Gene2640	0.730514644	0.518223236
Gene2641	0.541268853	0.433675328
Gene2642	0.107929014	0.889312349
Gene2643	0.078481934	0.743015435
Gene2644	0.619662499	0.241574802
Gene2645	0.041072541	0.897108641
Gene2646	0.267168284	0.635855345
Gene2647	0	1
Gene2648	0	1
Gene2649	0.413951429	0.337852058
Gene2650	0	1
Gene2651	0.594484859	0.015429817
Gene2652	0	1
Gene2653	0	1
Gene2654	0.495355393	0.875464745
Gene2655	0.163525874	0.585138417
Gene2656	0	1
Gene2657	0.118249582	0.565034909
Gene2658	0.038289886	0.881886726
Gene2659	0.426115407	0.833041173
Gene2660	0.005303093	0.998468713
Gene2661	1.733228253	0.11431223
Gene2662	0.776732521	0.164477936
Gene2663	0.11252367	0.636063773
Gene2664	0.096616795	0.616356775
Gene2665	1.071924042	0.734502592
Gene2666	1.020967934	0.696848437
Gene2667	1.073133602	0.734212551
Gene2668	0.105111986	0.941308696
Gene2669	0.55315559	0.784097003
Gene2670	0	1
Gene2671	0.836905492	0.14492668
Gene2672	0.240857039	2.27E-01
Gene2673	0.810831125	0.00475856
Gene2674	0.269554467	0.408735534
Gene2675	0.495355393	0.875464745
Gene2676	0.535129367	0.053442242
Gene2677	0.806981246	0.699844244
Gene2678	0.496346326	0.316589581
Gene2679	0.006912032	0.980466531
Gene2680	0.526343032	0.7980304
Gene2681	0.062077692	0.832789876
Gene2682	0.058219994	8.42E-01
Gene2683	1.083343972	0.600383364
Gene2684	1.358406984	0.000920013
Gene2685	0.093643463	0.758109531
Gene2686	0.007736058	0.98242947
Gene2687	0.255409278	0.276199508
Gene2688	0.118392907	0.704551734
Gene2689	0.183882582	0.536158145
Gene2690	1.277841125	0.008831753
Gene2691	0.717180177	0.376256499
Gene2692	1.482083446	0.308105157
Gene2693	0	1
Gene2694	0.220772907	0.746648402
Gene2695	0.475235093	0.299795374
Gene2696	0.140195458	0.43409079
Gene2697	1.383179353	0.034487085
Gene2698	0.495355393	0.875464745
Gene2699	0.49812763	0.482492498
Gene2700	0.70672033	0.343671291
Gene2701	0.435201953	0.133980985
Gene2702	0	1
Gene2703	1.319306815	0.07510299
Gene2704	0.053397914	0.830085001
Gene2705	0.330055676	0.306224488
Gene2706	0.255976289	0.297942453
Gene2707	0.031945271	0.967717765
Gene2708	0.217702642	0.213749075
Gene2709	0	1
Gene2710	0.16988137	0.483766538
Gene2711	0.087896931	0.752487436
Gene2712	0.572646244	0.066510537
Gene2713	0.160420181	7.25E-01
Gene2714	0	1
Gene2715	0.20091444	0.527403509
Gene2716	0.668194638	0.143252024
Gene2717	0.182458407	0.642200627
Gene2718	0.866411603	0.070361904
Gene2719	1.22856888	0.028975026
Gene2720	0.494868273	0.867121782
Gene2721	0.661653241	0.23466501
Gene2722	0.165392347	0.817353681
Gene2723	0.412725437	0.35425088
Gene2724	0.214988764	0.301082421
Gene2725	0	1
Gene2726	0.750723714	0.26876551
Gene2727	0.031173586	0.906203392
Gene2728	0.276716696	0.74742685
Gene2729	0.378465112	0.144422079
Gene2730	0.417238048	0.29044394
Gene2731	0.316659815	0.728855218
Gene2732	0.828187773	0.037556876
Gene2733	0.915873956	0.123389191
Gene2734	0.203163536	0.471301466
Gene2735	0.51524007	0.365056342
Gene2736	1.42390289	0.046079517
Gene2737	0.179344984	0.600917794
Gene2738	0.771350938	0.431885198
Gene2739	0.642705351	0.448454789
Gene2740	0.202845052	0.62581975
Gene2741	0.104224233	6.67E-01
Gene2742	0.020669634	0.954936734
Gene2743	0.164595972	0.808518215
Gene2744	0.304700663	0.322736197
Gene2745	0.188023717	0.696838622
Gene2746	0.513351784	0.594372875
Gene2747	0.276974143	0.780229448
Gene2748	0.422839428	0.698232182
Gene2749	0.062234098	0.8524372
Gene2750	0.165120093	0.326299002
Gene2751	0.284484622	0.632008648
Gene2752	0	1
Gene2753	0.362109517	0.369813462
Gene2754	0.501751257	2.82E-01
Gene2755	0	1
Gene2756	1.197116042	0.199594677
Gene2757	0.079449349	0.820506795
Gene2758	0.269631796	0.612008498
Gene2759	0.071213438	0.88254694
Gene2760	1.062506151	0.057636345
Gene2761	0.004705139	0.998666726
Gene2762	0.011044883	0.956535335
Gene2763	0	1
Gene2764	0.3198778	0.146422299
Gene2765	1.490654568	0.019994726
Gene2766	0.441383433	1.99E-01
Gene2767	0.002780674	9.93E-01
Gene2768	2.440674733	0.411681217
Gene2769	0.376728138	0.320939131
Gene2770	0.22430358	0.716880466
Gene2771	0.952787857	0.115633059
Gene2772	0.213748878	3.14E-01
Gene2773	0.686268049	4.02E-02
Gene2774	0.186077445	0.715539304
Gene2775	0.886052149	0.012489643
Gene2776	0.309755963	0.32017891
Gene2777	0.189494204	0.616421197
Gene2778	0.485696942	0.290967426
Gene2779	1.614327899	2.59E-01
Gene2780	0.618434862	0.539421365
Gene2781	0.058249323	0.792771145
Gene2782	1.226694621	0.016819222
Gene2783	0.140140602	0.550351697
Gene2784	0.530351263	0.339003856
Gene2785	1.188823992	0.484914797
Gene2786	0	1
Gene2787	0.098941187	0.699693787
Gene2788	0	1
Gene2789	0.433073028	0.458572154
Gene2790	0.62282599	0.287015657
Gene2791	0.775309042	0.235105612
Gene2792	0.539878394	0.378768724
Gene2793	0.036688154	0.88181342
Gene2794	0.228724676	0.534284152
Gene2795	0.689600678	0.137881689
Gene2796	0.482393288	0.070238002
Gene2797	0.133968856	0.783788729
Gene2798	0.321832406	0.70257859
Gene2799	0.044771082	0.887212563
Gene2800	0.071192498	0.833350095
Gene2801	0.474263418	0.176182774
Gene2802	0.777763018	0.07798872
Gene2803	1.363280349	0.038859745
Gene2804	0.343593361	0.321194161
Gene2805	0.412796933	0.537849919
Gene2806	1.580511391	0.578040386
Gene2807	0.043999973	0.897128905
Gene2808	4.200225194	0.015623209
Gene2809	0.456858375	0.139559429
Gene2810	2.092184807	0.418858143
Gene2811	0	1
Gene2812	0.263742876	0.50863269
Gene2813	0.047209589	0.815151035
Gene2814	0.388705245	0.552598038
Gene2815	0.730261011	0.217717953
Gene2816	0.103261429	0.596429814
Gene2817	0.073188334	0.934615899
Gene2818	0.22702002	0.302093592
Gene2819	0.057174052	0.84095188
Gene2820	0.408314069	0.36628395
Gene2821	0.357242971	0.316471606
Gene2822	0.045503846	0.913745876
Gene2823	0.787301145	2.54E-01
Gene2824	0.192076267	0.454287678
Gene2825	0.284151889	0.506048785
Gene2826	1.312288896	0.187697949
Gene2827	0.175801603	0.762514891
Gene2828	0.265451049	0.352883701
Gene2829	0.101160367	0.700065476
Gene2830	0.065633865	0.832376128
Gene2831	0	1
Gene2832	0	1
Gene2833	0.214683409	0.733647023
Gene2834	0.070949338	0.932228606
Gene2835	0.458580902	1.16E-01
Gene2836	2.202263328	0.476033513
Gene2837	0.292526115	0.785076591
Gene2838	0.901345299	1
Gene2839	1.362801234	0.044156678
Gene2840	0.483371772	0.172850992
Gene2841	0.622667325	2.00E-01
Gene2842	0.044360179	0.79469139
Gene2843	0.612655174	0.126162775
Gene2844	0.431985964	0.335818471
Gene2845	0.721950256	0.168643494
Gene2846	1.001132805	0.604177001
Gene2847	0.290806241	0.256033673
Gene2848	0.258796634	0.655955524
Gene2849	0.545442734	0.303147257
Gene2850	0.031433456	0.907788825
Gene2851	0.023590878	0.9561563
Gene2852	0.112069787	0.689979965
Gene2853	0.443880848	0.080779746
Gene2854	0.929258726	0.042865006
Gene2855	0.031763449	0.93834198
Gene2856	0.12136954	0.744476988
Gene2857	0.081538224	0.841326049
Gene2858	0.207821832	0.451524873
Gene2859	0.218137009	0.769857535
Gene2860	0.189499315	3.39E-01
Gene2861	0.181174758	0.512179358
Gene2862	0.391241349	0.428561257
Gene2863	0.214434928	0.52336342
Gene2864	0.258222282	0.726842893
Gene2865	0	1
Gene2866	0	1
Gene2867	0	1
Gene2868	0	1
Gene2869	0.243886258	0.409039013
Gene2870	0.481406751	0.369072042
Gene2871	0	1
Gene2872	0.511715825	0.14445233
Gene2873	0.232735035	0.834879089
Gene2874	0.521248765	0.581286735
Gene2875	0	1
Gene2876	0.786748613	0.51101824
Gene2877	0.717443022	0.5661318
Gene2878	0.268546876	0.248015619
Gene2879	1.071924042	0.734502592
Gene2880	2.025344333	0.246527799
Gene2881	2.381612739	0.00869162
Gene2882	0.283816733	0.377890756
Gene2883	0.31273432	0.193330395
Gene2884	0.197746309	0.487890738
Gene2885	0	1
Gene2886	0.954166403	0.655493781
Gene2887	0.160312613	0.835206644
Gene2888	0.046472957	0.960329329
Gene2889	0.03464821	0.899260845
Gene2890	0.057904981	0.896700562
Gene2891	0.056002235	0.792694499
Gene2892	0.070029606	0.836223549
Gene2893	0.914964062	0.489546195
Gene2894	0.028796274	0.983302964
Gene2895	0	1
Gene2896	0.282315203	0.220310248
Gene2897	0.000504974	0.998523711
Gene2898	0.262169617	0.628540219
Gene2899	1.911385714	0.121551522
Gene2900	0.219760934	0.611235295
Gene2901	0.4561932	0.385439379
Gene2902	0.84978519	0.086328046
Gene2903	0.234519441	0.632539678
Gene2904	0.059689876	0.816970221
Gene2905	0	1
Gene2906	2.625120452	0.037262037
Gene2907	0.304476133	0.206614071
Gene2908	0.227904638	0.626530075
Gene2909	0.257937722	0.679242511
Gene2910	0.470302516	0.564877782
Gene2911	0.406184353	0.496363666
Gene2912	2.332785446	0.326901892
Gene2913	0.308607605	0.218437088
Gene2914	0.495355393	0.875464745
Gene2915	0.002088749	0.994387487
Gene2916	0.256707991	0.210938499
Gene2917	0.358140948	0.186798272
Gene2918	0.494870239	0.865962761
Gene2919	0.603565863	0.145259481
Gene2920	0.013438563	0.976501874
Gene2921	1.601950321	0.610044149
Gene2922	0.191627574	0.322643509
Gene2923	0.412681648	0.074467433
Gene2924	0.025276072	0.960498415
Gene2925	0.154174498	0.812301379
Gene2926	1.21555622	0.157374897
Gene2927	0.098549371	0.829081383
Gene2928	0.286011504	0.640384499
Gene2929	0.096243518	0.685253816
Gene2930	0.53438393	0.476076168
Gene2931	1.008434069	0.048865019
Gene2932	0.549368306	0.052143572
Gene2933	0.021166613	0.944693047
Gene2934	0.376326544	0.332363892
Gene2935	0.109595052	0.525646986
Gene2936	0.419128308	0.563647592
Gene2937	0.503430165	0.332858869
Gene2938	0.289478848	0.205651518
Gene2939	1.782751833	0.568689414
Gene2940	0.597792652	0.089141276
Gene2941	0.485620335	0.043122372
Gene2942	0.020013595	0.899240688
Gene2943	0.554905647	0.179972509
Gene2944	0.685499829	0.348638828
Gene2945	1.073133602	0.734212551
Gene2946	3.159332928	0.075805825
Gene2947	0.17611378	0.460605901
Gene2948	0.652737017	0.40223338
Gene2949	0.461710928	0.136876348
Gene2950	0.681386851	0.147575743
Gene2951	0.837423549	0.073812209
Gene2952	0.583477119	0.248794873
Gene2953	0.487845483	0.036406168
Gene2954	0.019495536	0.977187544
Gene2955	0	1
Gene2956	0.287728952	0.363366844
Gene2957	0	1.00E+00
Gene2958	0	1
Gene2959	0.309684298	0.601249984
Gene2960	0.371830481	0.084879588
Gene2961	0.05360968	0.985778041
Gene2962	0.497159086	0.815067995
Gene2963	0.359965099	0.620927773
Gene2964	0.744033014	0.009444338
Gene2965	0.721650913	0.026350621
Gene2966	0.924815175	0.737668072
Gene2967	0.00611223	0.987345727
Gene2968	0.207316135	0.569195814
Gene2969	0.142354049	0.606283354
Gene2970	0.789234454	0.750473503
Gene2971	0.199200382	0.585568662
Gene2972	0.011109208	0.981694363
Gene2973	1.408060143	0.478851126
Gene2974	1.172391399	0.025344549
Gene2975	0.266863182	0.465713573
Gene2976	0	1
Gene2977	0.101600416	0.796661527
Gene2978	0.668704304	0.361717026
Gene2979	0.022946303	0.914607988
Gene2980	0.36722109	0.201367622
Gene2981	0.530915042	0.329216709
Gene2982	0.247846538	0.668693852
Gene2983	0.071140742	0.792353213
Gene2984	0.419165088	0.63859325
Gene2985	0.295778351	0.729299394
Gene2986	0.182339892	0.604763918
Gene2987	0.437212654	2.37E-01
Gene2988	0.011357793	0.976736573
Gene2989	0.418857687	0.159950023
Gene2990	0.728958758	0.115120575
Gene2991	0.225852124	0.473592194
Gene2992	0.86198585	0.135831943
Gene2993	0.300825904	0.528884059
Gene2994	0.092565539	0.648627336
Gene2995	0.006834398	0.998272917
Gene2996	1.28486012	0.002071274
Gene2997	1.484694272	0.020288777
Gene2998	0.0429596	0.937402704
Gene2999	0.539921458	0.213535627
Gene3000	0.162917092	0.513089774
Gene3001	0	1
Gene3002	0	1
Gene3003	0.708416684	0.316540532
Gene3004	0.286177397	0.583546813
Gene3005	1.173765299	0.046706508
Gene3006	0.155334078	0.440989174
Gene3007	0.341742797	0.251799377
Gene3008	0	1
Gene3009	0.001389175	0.998492539
Gene3010	0.331031626	0.095309146
Gene3011	0.163831726	0.733076162
Gene3012	0	1
Gene3013	0.042849364	0.878502939
Gene3014	0.342278337	0.259455827
Gene3015	0.508270523	0.803707976
Gene3016	0.714390485	0.048106702
Gene3017	0.102815825	0.69557334
Gene3018	0.077683054	0.962297777
Gene3019	0.594349547	0.401570322
Gene3020	0.302425415	0.265184386
Gene3021	0.030268655	0.872177005
